Suburb,Price,Date
Camberwell,930000.0,18/03/2017
Camberwell,590000.0,18/03/2017
Camberwell,4760000.0,18/03/2017
Camberwell,1602500.0,18/03/2017
Camberwell,1515000.0,18/06/2016
Camberwell,1800000.0,18/06/2016
Camberwell,530000.0,22/05/2016
Camberwell,558000.0,22/08/2016
Camberwell,1185000.0,22/08/2016
Camberwell,2177000.0,22/08/2016
Camberwell,2155000.0,24/09/2016
Camberwell,3400000.0,25/02/2017
Camberwell,1470000.0,25/02/2017
Camberwell,820000.0,25/02/2017
Camberwell,2105000.0,25/02/2017
Camberwell,1625000.0,25/02/2017
Camberwell,1750000.0,25/02/2017
Camberwell,3300000.0,25/02/2017
Camberwell,667000.0,27/06/2016
Camberwell,2800000.0,27/06/2016
Camberwell,1175000.0,27/11/2016
Camberwell,775000.0,27/11/2016
Camberwell,2220000.0,27/11/2016
Camberwell,2015000.0,27/11/2016
Camberwell,700000.0,27/11/2016
Camberwell,1700000.0,27/11/2016
Camberwell,3225000.0,27/11/2016
Camberwell,810000.0,27/11/2016
Camberwell,3320000.0,28/05/2016
Camberwell,2125000.0,28/05/2016
Camberwell,2030000.0,28/05/2016
Camberwell,2750000.0,28/05/2016
Camberwell,2000000.0,28/08/2016
Camberwell,706000.0,28/08/2016
Camberwell,2250000.0,28/08/2016
Camberwell,2740000.0,28/08/2016
Canterbury,2950000.0,3/9/2016
Canterbury,1587500.0,3/12/2016
Canterbury,1550000.0,4/3/2017
Canterbury,765000.0,4/3/2017
Canterbury,830000.0,4/6/2016
Canterbury,2375000.0,7/5/2016
Canterbury,2900000.0,7/5/2016
Canterbury,2200000.0,7/5/2016
Canterbury,2620000.0,7/11/2016
Canterbury,1305000.0,8/10/2016
Canterbury,4350000.0,8/10/2016
Canterbury,928000.0,10/9/2016
Canterbury,2930000.0,10/12/2016
Canterbury,2950000.0,10/12/2016
Canterbury,3800000.0,11/2/2017
Canterbury,722000.0,12/11/2016
Canterbury,2350000.0,15/10/2016
Canterbury,1680000.0,15/10/2016
Canterbury,1640000.0,15/10/2016
Canterbury,1680000.0,17/09/2016
Canterbury,3550000.0,18/03/2017
Canterbury,1385000.0,18/06/2016
Canterbury,3400000.0,19/11/2016
Canterbury,690500.0,23/04/2016
Canterbury,1850000.0,26/07/2016
Canterbury,736000.0,27/06/2016
Canterbury,1843000.0,27/06/2016
Canterbury,685000.0,27/11/2016
Canterbury,1800000.0,27/11/2016
Canterbury,1800000.0,27/11/2016
Canterbury,3145000.0,27/11/2016
Canterbury,1742000.0,28/05/2016
Canterbury,1420000.0,28/08/2016
Canterbury,1016000.0,30/07/2016
Carlton North,1330000.0,3/9/2016
Carlton North,1540000.0,4/3/2017
Carlton North,1425000.0,4/3/2017
Carlton North,1725000.0,4/3/2017
Carlton North,1280000.0,6/8/2016
Carlton North,2950000.0,7/5/2016
Carlton North,2175000.0,7/5/2016
Carlton North,765000.0,8/10/2016
Carlton North,800000.0,10/12/2016
Carlton North,1301000.0,10/12/2016
Carlton North,2718000.0,11/3/2017
Carlton North,468000.0,11/3/2017
Carlton North,2400000.0,12/11/2016
Carlton North,2210000.0,14/05/2016
Carlton North,1330000.0,15/10/2016
Carlton North,2520000.0,16/04/2016
Carlton North,1214000.0,16/04/2016
Carlton North,1955000.0,16/07/2016
Carlton North,390000.0,16/07/2016
Carlton North,885000.0,18/03/2017
Carlton North,2050000.0,18/03/2017
Carlton North,910000.0,18/06/2016
Carlton North,880000.0,18/06/2016
Carlton North,1950000.0,22/05/2016
Carlton North,1280000.0,22/08/2016
Carlton North,437000.0,24/09/2016
Carlton North,1150000.0,24/09/2016
Carlton North,520000.0,24/09/2016
Carlton North,570000.0,27/06/2016
Carnegie,820000.0,3/9/2016
Carnegie,795000.0,3/9/2016
Carnegie,600000.0,3/12/2016
Carnegie,1295000.0,3/12/2016
Carnegie,1275000.0,3/12/2016
Carnegie,1620000.0,3/12/2016
Carnegie,510000.0,4/3/2017
Carnegie,255000.0,4/3/2017
Carnegie,890000.0,4/3/2017
Carnegie,346000.0,4/3/2017
Carnegie,860000.0,4/3/2017
Carnegie,586000.0,4/3/2017
Carnegie,772000.0,4/6/2016
Carnegie,1506000.0,4/6/2016
Carnegie,675000.0,4/6/2016
Carnegie,525000.0,4/6/2016
Carnegie,290000.0,4/6/2016
Carnegie,363000.0,4/6/2016
Carnegie,360000.0,6/8/2016
Carnegie,967500.0,6/8/2016
Carnegie,1350000.0,6/8/2016
Carnegie,516000.0,6/8/2016
Carnegie,330000.0,6/8/2016
Carnegie,1600000.0,7/5/2016
Carnegie,1170000.0,7/5/2016
Carnegie,260000.0,7/5/2016
Carnegie,1008000.0,7/11/2016
Carnegie,625000.0,7/11/2016
Carnegie,700000.0,7/11/2016
Carnegie,545000.0,10/9/2016
Carnegie,1170000.0,10/9/2016
Carnegie,1830000.0,10/9/2016
Carnegie,250000.0,10/9/2016
Carnegie,930000.0,10/12/2016
Carnegie,465000.0,11/2/2017
Carnegie,1646000.0,11/3/2017
Carnegie,460000.0,12/6/2016
Carnegie,1550000.0,12/11/2016
Carnegie,707000.0,13/08/2016
Carnegie,804000.0,13/08/2016
Carnegie,1200000.0,14/05/2016
Carnegie,1501000.0,14/05/2016
Carnegie,950000.0,14/05/2016
Carnegie,970000.0,14/05/2016
Carnegie,345000.0,15/10/2016
Carnegie,817500.0,16/04/2016
Carnegie,1450000.0,16/04/2016
Carnegie,1000000.0,16/04/2016
Carnegie,855000.0,16/04/2016
Carnegie,675000.0,16/04/2016
Carnegie,588000.0,16/07/2016
Carnegie,455000.0,16/07/2016
Carnegie,602500.0,16/07/2016
Carnegie,662000.0,17/09/2016
Carnegie,1420000.0,17/09/2016
Carnegie,920000.0,17/09/2016
Carnegie,1287000.0,18/03/2017
Carnegie,656000.0,18/06/2016
Carnegie,930000.0,18/06/2016
Carnegie,415000.0,18/06/2016
Carnegie,650000.0,18/06/2016
Carnegie,1360000.0,19/11/2016
Carnegie,380000.0,19/11/2016
Carnegie,765000.0,19/11/2016
Carnegie,1423000.0,19/11/2016
Carnegie,1900000.0,19/11/2016
Carnegie,907000.0,19/11/2016
Carnegie,350000.0,19/11/2016
Carnegie,1430000.0,22/05/2016
Carnegie,983500.0,22/08/2016
Carnegie,1490000.0,22/08/2016
Carnegie,572000.0,22/08/2016
Carnegie,990000.0,23/04/2016
Carnegie,1100000.0,23/04/2016
Carnegie,1125000.0,23/04/2016
Carnegie,601000.0,25/02/2017
Carnegie,1410000.0,25/02/2017
Carnegie,405000.0,25/02/2017
Carnegie,1655000.0,25/02/2017
Carnegie,1910000.0,25/02/2017
Carnegie,808000.0,25/02/2017
Carnegie,1252000.0,25/02/2017
Carnegie,370000.0,26/07/2016
Carnegie,1880000.0,26/07/2016
Carnegie,896000.0,26/07/2016
Carnegie,1802100.0,27/06/2016
Carnegie,585000.0,27/06/2016
Carnegie,450000.0,27/06/2016
Carnegie,737000.0,27/06/2016
Carnegie,860000.0,27/06/2016
Carnegie,605000.0,27/11/2016
Carnegie,1300000.0,27/11/2016
Carnegie,1518000.0,28/05/2016
Carnegie,632500.0,28/05/2016
Carnegie,435000.0,28/05/2016
Carnegie,468250.0,28/08/2016
Carnegie,1716000.0,28/08/2016
Carnegie,270000.0,30/07/2016
Carnegie,365000.0,30/07/2016
Carnegie,340000.0,30/07/2016
Caulfield,722500.0,3/9/2016
Caulfield,1600000.0,3/12/2016
Caulfield,1665000.0,3/12/2016
Caulfield,323000.0,4/3/2017
Caulfield,550000.0,4/3/2017
Caulfield,638000.0,19/11/2016
Caulfield,131000.0,25/02/2017
Caulfield,1090000.0,30/07/2016
Caulfield North,1365000.0,3/9/2016
Caulfield North,1750000.0,3/9/2016
Caulfield North,580000.0,4/3/2017
Caulfield North,2005000.0,7/5/2016
Caulfield North,523000.0,7/11/2016
Caulfield North,420000.0,10/9/2016
Caulfield North,290000.0,10/12/2016
Caulfield North,608000.0,10/12/2016
Caulfield North,570000.0,12/11/2016
Caulfield North,520500.0,13/08/2016
Caulfield North,1400000.0,15/10/2016
Caulfield North,2830000.0,15/10/2016
Caulfield North,722000.0,17/09/2016
Caulfield North,450000.0,18/03/2017
Caulfield North,1870000.0,25/02/2017
Caulfield North,622000.0,25/02/2017
Caulfield North,536000.0,25/02/2017
Caulfield North,2625000.0,25/02/2017
Caulfield North,570000.0,28/05/2016
Caulfield North,550000.0,28/05/2016
Caulfield North,2170000.0,28/08/2016
Caulfield South,1577500.0,3/9/2016
Caulfield South,1460000.0,3/12/2016
Caulfield South,275500.0,3/12/2016
Caulfield South,1065000.0,4/3/2017
Caulfield South,1470000.0,7/5/2016
Caulfield South,1012000.0,7/5/2016
Caulfield South,599000.0,7/11/2016
Caulfield South,1160500.0,8/10/2016
Caulfield South,650000.0,8/10/2016
Caulfield South,1170000.0,8/10/2016
Caulfield South,1314000.0,10/9/2016
Caulfield South,1030000.0,10/12/2016
Caulfield South,1225000.0,12/11/2016
Caulfield South,1450000.0,13/08/2016
Caulfield South,1774500.0,14/05/2016
Caulfield South,525500.0,15/10/2016
Caulfield South,1960000.0,16/04/2016
Caulfield South,825000.0,16/04/2016
Caulfield South,1262000.0,16/04/2016
Caulfield South,1110000.0,16/07/2016
Caulfield South,1410000.0,19/11/2016
Caulfield South,1303500.0,22/05/2016
Caulfield South,1115000.0,22/08/2016
Caulfield South,1340000.0,24/09/2016
Caulfield South,1200000.0,25/02/2017
Caulfield South,1570000.0,25/02/2017
Caulfield South,1001000.0,26/07/2016
Caulfield South,1330000.0,26/07/2016
Caulfield South,290000.0,27/11/2016
Caulfield South,1570000.0,28/05/2016
Caulfield South,1916000.0,28/05/2016
Caulfield South,500000.0,28/08/2016
Chadstone,752000.0,3/9/2016
Chadstone,1507000.0,3/12/2016
Chadstone,890000.0,4/2/2016
Chadstone,700000.0,4/6/2016
Chadstone,1000000.0,6/8/2016
Chadstone,865000.0,7/11/2016
Chadstone,1042500.0,11/2/2017
Chadstone,1002000.0,13/08/2016
Chadstone,992000.0,15/10/2016
Chadstone,650000.0,15/10/2016
Chadstone,965000.0,17/09/2016
Chadstone,920000.0,17/09/2016
Chadstone,1301000.0,18/03/2017
Chadstone,1415500.0,22/05/2016
Chadstone,705000.0,24/09/2016
Chadstone,1260000.0,25/02/2017
Chadstone,1460000.0,27/11/2016
Chadstone,1000000.0,27/11/2016
Chadstone,845000.0,28/05/2016
Chadstone,881000.0,28/08/2016
Clifton Hill,1270000.0,3/9/2016
Clifton Hill,780000.0,4/6/2016
Clifton Hill,1060000.0,7/11/2016
Clifton Hill,930000.0,7/11/2016
Clifton Hill,1420000.0,8/10/2016
Clifton Hill,1075000.0,8/10/2016
Clifton Hill,1105000.0,8/10/2016
Clifton Hill,1209000.0,8/10/2016
Clifton Hill,3010000.0,10/9/2016
Clifton Hill,1435000.0,10/9/2016
Clifton Hill,1417000.0,10/12/2016
Clifton Hill,1290000.0,10/12/2016
Clifton Hill,1226000.0,12/11/2016
Clifton Hill,495000.0,13/08/2016
Clifton Hill,325000.0,13/08/2016
Clifton Hill,1370000.0,13/08/2016
Clifton Hill,1620000.0,15/10/2016
Clifton Hill,1180000.0,16/07/2016
Clifton Hill,1405000.0,17/09/2016
Clifton Hill,880000.0,18/03/2017
Clifton Hill,1450000.0,18/03/2017
Clifton Hill,856000.0,18/03/2017
Clifton Hill,885500.0,18/06/2016
Clifton Hill,1680000.0,19/11/2016
Clifton Hill,730000.0,22/05/2016
Clifton Hill,825000.0,24/09/2016
Clifton Hill,533000.0,24/09/2016
Clifton Hill,1430000.0,25/02/2017
Clifton Hill,1506000.0,25/02/2017
Clifton Hill,1150000.0,26/07/2016
Clifton Hill,1360000.0,27/06/2016
Clifton Hill,640000.0,28/08/2016
Coburg,850000.0,3/9/2016
Coburg,784000.0,3/9/2016
Coburg,680000.0,3/12/2016
Coburg,1221000.0,3/12/2016
Coburg,807000.0,3/12/2016
Coburg,790000.0,3/12/2016
Coburg,955000.0,3/12/2016
Coburg,675000.0,4/2/2016
Coburg,1010000.0,4/3/2017
Coburg,1202000.0,4/3/2017
Coburg,1370000.0,4/3/2017
Coburg,550000.0,4/3/2017
Coburg,1000000.0,4/3/2017
Coburg,935500.0,4/3/2017
Coburg,2250000.0,4/3/2017
Coburg,145000.0,4/6/2016
Coburg,905000.0,4/6/2016
Coburg,860000.0,4/6/2016
Coburg,953000.0,6/8/2016
Coburg,735000.0,6/8/2016
Coburg,550000.0,7/5/2016
Coburg,1100000.0,7/5/2016
Coburg,947000.0,7/11/2016
Coburg,500000.0,7/11/2016
Coburg,865000.0,7/11/2016
Coburg,466000.0,8/10/2016
Coburg,740000.0,8/10/2016
Coburg,812000.0,8/10/2016
Coburg,766000.0,8/10/2016
Coburg,825000.0,8/10/2016
Coburg,1131000.0,8/10/2016
Coburg,1064000.0,8/10/2016
Coburg,610000.0,8/10/2016
Coburg,1210000.0,10/9/2016
Coburg,434000.0,10/9/2016
Coburg,653000.0,10/9/2016
Coburg,640000.0,10/12/2016
Coburg,820000.0,10/12/2016
Coburg,1250000.0,10/12/2016
Coburg,1335000.0,10/12/2016
Coburg,1900000.0,10/12/2016
Coburg,1090000.0,12/11/2016
Coburg,1130000.0,12/11/2016
Coburg,1145000.0,12/11/2016
Coburg,657000.0,13/08/2016
Coburg,763000.0,14/05/2016
Coburg,903000.0,15/10/2016
Coburg,1000000.0,15/10/2016
Coburg,1742000.0,15/10/2016
Coburg,865000.0,16/04/2016
Coburg,485000.0,16/04/2016
Coburg,1278000.0,16/07/2016
Coburg,590000.0,17/09/2016
Coburg,1000000.0,17/09/2016
Coburg,590000.0,17/09/2016
Coburg,1030000.0,17/09/2016
Coburg,1136000.0,18/03/2017
Coburg,635000.0,18/03/2017
Coburg,1061000.0,18/03/2017
Coburg,1155000.0,18/03/2017
Coburg,650000.0,18/06/2016
Coburg,1286000.0,18/06/2016
Coburg,885000.0,18/06/2016
Coburg,1160000.0,18/06/2016
Coburg,1400000.0,18/06/2016
Coburg,470000.0,18/06/2016
Coburg,1260000.0,19/11/2016
Coburg,920000.0,19/11/2016
Coburg,841000.0,19/11/2016
Coburg,537500.0,19/11/2016
Coburg,1130000.0,22/08/2016
Coburg,598000.0,22/08/2016
Coburg,1120000.0,22/08/2016
Coburg,870000.0,22/08/2016
Coburg,680000.0,23/04/2016
Coburg,482500.0,23/04/2016
Coburg,825000.0,23/04/2016
Coburg,725000.0,23/04/2016
Coburg,1250000.0,23/04/2016
Coburg,1008000.0,24/09/2016
Coburg,599000.0,24/09/2016
Coburg,860000.0,24/09/2016
Coburg,990000.0,24/09/2016
Coburg,451000.0,24/09/2016
Coburg,635000.0,25/02/2017
Coburg,1020000.0,25/02/2017
Coburg,967000.0,25/02/2017
Coburg,1025000.0,25/02/2017
Coburg,700000.0,25/02/2017
Coburg,1130000.0,25/02/2017
Coburg,835000.0,25/02/2017
Coburg,1075000.0,25/02/2017
Coburg,845000.0,25/02/2017
Coburg,600000.0,25/02/2017
Coburg,1461000.0,25/02/2017
Coburg,1150000.0,26/07/2016
Coburg,515000.0,27/06/2016
Coburg,770000.0,27/06/2016
Coburg,472000.0,27/06/2016
Coburg,901000.0,27/06/2016
Coburg,642000.0,27/06/2016
Coburg,605000.0,27/06/2016
Coburg,687000.0,27/11/2016
Coburg,975000.0,27/11/2016
Coburg,985000.0,27/11/2016
Coburg,835000.0,27/11/2016
Coburg,951000.0,27/11/2016
Coburg,1370000.0,28/05/2016
Coburg,700000.0,28/05/2016
Coburg,810000.0,28/05/2016
Coburg,445000.0,28/05/2016
Coburg,838000.0,28/05/2016
Coburg,810000.0,28/05/2016
Coburg,1150000.0,28/05/2016
Coburg,931000.0,28/05/2016
Coburg,241000.0,28/08/2016
Coburg,1331000.0,28/08/2016
Coburg,1007000.0,28/08/2016
Coburg,981000.0,28/08/2016
Coburg,570000.0,28/08/2016
Coburg,500000.0,28/08/2016
Coburg,830000.0,30/07/2016
Coburg,1194500.0,30/07/2016
Coburg,425000.0,30/07/2016
Coburg,645000.0,30/07/2016
Coburg North,895000.0,3/12/2016
Coburg North,655000.0,3/12/2016
Coburg North,631000.0,4/3/2017
Coburg North,600000.0,4/3/2017
Coburg North,820000.0,4/3/2017
Coburg North,715000.0,4/3/2017
Coburg North,735000.0,4/3/2017
Coburg North,864000.0,4/6/2016
Coburg North,700000.0,7/5/2016
Coburg North,735000.0,7/11/2016
Coburg North,591000.0,7/11/2016
Coburg North,860000.0,8/10/2016
Coburg North,765000.0,8/10/2016
Coburg North,625000.0,10/9/2016
Coburg North,745000.0,10/12/2016
Coburg North,1050000.0,10/12/2016
Coburg North,782000.0,11/3/2017
Coburg North,935000.0,12/11/2016
Coburg North,1009000.0,12/11/2016
Coburg North,820000.0,12/11/2016
Coburg North,780000.0,12/11/2016
Coburg North,707000.0,13/08/2016
Coburg North,772000.0,15/10/2016
Coburg North,745000.0,18/03/2017
Coburg North,532500.0,18/03/2017
Coburg North,750000.0,18/03/2017
Coburg North,815000.0,18/06/2016
Coburg North,637000.0,18/06/2016
Coburg North,950000.0,18/06/2016
Coburg North,780000.0,18/06/2016
Coburg North,860000.0,19/11/2016
Coburg North,1172000.0,19/11/2016
Coburg North,530000.0,22/08/2016
Coburg North,570000.0,23/04/2016
Coburg North,2000000.0,24/09/2016
Coburg North,650000.0,25/02/2017
Coburg North,792000.0,26/07/2016
Coburg North,720000.0,26/07/2016
Coburg North,970000.0,27/11/2016
Collingwood,750000.0,3/9/2016
Collingwood,890000.0,3/9/2016
Collingwood,1260000.0,3/9/2016
Collingwood,855000.0,3/9/2016
Collingwood,1260000.0,3/12/2016
Collingwood,1320000.0,4/3/2017
Collingwood,1430000.0,4/3/2017
Collingwood,1125000.0,4/3/2017
Collingwood,950000.0,4/3/2017
Collingwood,910000.0,4/3/2017
Collingwood,452000.0,4/3/2017
Collingwood,440000.0,4/3/2017
Collingwood,415000.0,7/11/2016
Collingwood,1015000.0,8/10/2016
Collingwood,372000.0,8/10/2016
Collingwood,1326000.0,8/10/2016
Collingwood,910000.0,10/9/2016
Collingwood,1230000.0,11/2/2017
Collingwood,855000.0,12/11/2016
Collingwood,457000.0,13/08/2016
Collingwood,897500.0,14/05/2016
Collingwood,865000.0,14/05/2016
Collingwood,1265000.0,14/05/2016
Collingwood,1260000.0,15/10/2016
Collingwood,1075000.0,16/04/2016
Collingwood,1470000.0,16/04/2016
Collingwood,366000.0,16/07/2016
Collingwood,461000.0,16/07/2016
Collingwood,981000.0,17/09/2016
Collingwood,683000.0,17/09/2016
Collingwood,1470000.0,18/03/2017
Collingwood,670000.0,18/03/2017
Collingwood,430000.0,18/03/2017
Collingwood,515000.0,18/03/2017
Collingwood,1000000.0,19/11/2016
Collingwood,887500.0,22/05/2016
Collingwood,713500.0,22/08/2016
Collingwood,1500000.0,22/08/2016
Collingwood,672000.0,24/09/2016
Collingwood,1215000.0,24/09/2016
Collingwood,800000.0,25/02/2017
Collingwood,1645000.0,28/05/2016
Collingwood,450000.0,28/05/2016
Collingwood,860000.0,30/07/2016
Doncaster,1924500.0,3/9/2016
Doncaster,492500.0,3/9/2016
Doncaster,1403000.0,3/12/2016
Doncaster,1408000.0,3/12/2016
Doncaster,855000.0,3/12/2016
Doncaster,1450000.0,3/12/2016
Doncaster,1461800.0,3/12/2016
Doncaster,1396000.0,3/12/2016
Doncaster,1535000.0,4/3/2017
Doncaster,1125000.0,4/3/2017
Doncaster,700000.0,4/6/2016
Doncaster,1152000.0,6/8/2016
Doncaster,1868000.0,7/5/2016
Doncaster,920000.0,7/5/2016
Doncaster,1050000.0,7/5/2016
Doncaster,910000.0,7/11/2016
Doncaster,1850000.0,7/11/2016
Doncaster,1225000.0,7/11/2016
Doncaster,1316000.0,7/11/2016
Doncaster,400000.0,8/10/2016
Doncaster,1400000.0,8/10/2016
Doncaster,2168000.0,10/9/2016
Doncaster,1430000.0,10/12/2016
Doncaster,1250000.0,10/12/2016
Doncaster,772000.0,10/12/2016
Doncaster,2000000.0,10/12/2016
Doncaster,1300000.0,11/3/2017
Doncaster,1468000.0,12/11/2016
Doncaster,1275000.0,12/11/2016
Doncaster,1200000.0,12/11/2016
Doncaster,655000.0,12/11/2016
Doncaster,1310000.0,13/08/2016
Doncaster,753000.0,13/08/2016
Doncaster,1250000.0,14/05/2016
Doncaster,1140000.0,14/05/2016
Doncaster,1180000.0,15/10/2016
Doncaster,746000.0,15/10/2016
Doncaster,1485000.0,16/04/2016
Doncaster,1190000.0,16/04/2016
Doncaster,900000.0,16/07/2016
Doncaster,1250000.0,17/09/2016
Doncaster,1030000.0,17/09/2016
Doncaster,985000.0,18/03/2017
Doncaster,1300000.0,18/03/2017
Doncaster,522500.0,18/06/2016
Doncaster,1510000.0,18/06/2016
Doncaster,1460000.0,18/06/2016
Doncaster,958000.0,18/06/2016
Doncaster,1462500.0,18/06/2016
Doncaster,1430000.0,19/11/2016
Doncaster,1350000.0,19/11/2016
Doncaster,1250000.0,19/11/2016
Doncaster,1460800.0,19/11/2016
Doncaster,1152500.0,19/11/2016
Doncaster,1650000.0,22/05/2016
Doncaster,1474000.0,22/08/2016
Doncaster,800000.0,22/08/2016
Doncaster,1391000.0,23/04/2016
Doncaster,452000.0,23/04/2016
Doncaster,1322000.0,24/09/2016
Doncaster,1102200.0,25/02/2017
Doncaster,1401000.0,25/02/2017
Doncaster,1782000.0,25/02/2017
Doncaster,735000.0,26/07/2016
Doncaster,1520000.0,26/07/2016
Doncaster,990000.0,27/06/2016
Doncaster,1020000.0,27/06/2016
Doncaster,878000.0,27/06/2016
Doncaster,973500.0,27/11/2016
Doncaster,751800.0,27/11/2016
Doncaster,1100000.0,27/11/2016
Doncaster,1202000.0,27/11/2016
Doncaster,1362000.0,27/11/2016
Doncaster,1810000.0,28/05/2016
Doncaster,826000.0,28/08/2016
Doncaster,900000.0,28/08/2016
Doncaster,888000.0,28/08/2016
Eaglemont,1901000.0,10/9/2016
Eaglemont,1650000.0,10/9/2016
Eaglemont,1816000.0,12/11/2016
Eaglemont,525000.0,14/05/2016
Eaglemont,2050000.0,15/10/2016
Eaglemont,1930000.0,15/10/2016
Eaglemont,2850000.0,18/03/2017
Eaglemont,2600000.0,18/06/2016
Eaglemont,600000.0,23/04/2016
Eaglemont,1601000.0,26/07/2016
Eaglemont,1100000.0,27/06/2016
Eaglemont,2550000.0,27/11/2016
Eaglemont,1190000.0,27/11/2016
Eaglemont,2012000.0,27/11/2016
Eaglemont,2309000.0,28/08/2016
Elsternwick,900000.0,3/9/2016
Elsternwick,1625000.0,3/12/2016
Elsternwick,906000.0,3/12/2016
Elsternwick,1100000.0,3/12/2016
Elsternwick,930000.0,4/6/2016
Elsternwick,1755000.0,7/5/2016
Elsternwick,1400000.0,7/5/2016
Elsternwick,1240000.0,7/11/2016
Elsternwick,700000.0,7/11/2016
Elsternwick,591000.0,10/12/2016
Elsternwick,537000.0,10/12/2016
Elsternwick,1805000.0,10/12/2016
Elsternwick,800000.0,10/12/2016
Elsternwick,965000.0,10/12/2016
Elsternwick,1160000.0,12/11/2016
Elsternwick,820000.0,12/11/2016
Elsternwick,2600000.0,13/08/2016
Elsternwick,900000.0,15/10/2016
Elsternwick,1390000.0,15/10/2016
Elsternwick,1071000.0,16/04/2016
Elsternwick,1800000.0,16/04/2016
Elsternwick,2345000.0,16/04/2016
Elsternwick,741000.0,16/04/2016
Elsternwick,626000.0,17/09/2016
Elsternwick,2160000.0,18/03/2017
Elsternwick,3000000.0,18/03/2017
Elsternwick,1500000.0,18/03/2017
Elsternwick,1650000.0,18/06/2016
Elsternwick,850000.0,19/11/2016
Elsternwick,1750000.0,19/11/2016
Elsternwick,1450000.0,19/11/2016
Elsternwick,2806000.0,19/11/2016
Elsternwick,782000.0,22/05/2016
Elsternwick,1007000.0,22/05/2016
Elsternwick,1450000.0,22/08/2016
Elsternwick,500000.0,22/08/2016
Elsternwick,2600000.0,22/08/2016
Elsternwick,895000.0,23/04/2016
Elsternwick,751000.0,24/09/2016
Elsternwick,2050000.0,27/06/2016
Elsternwick,1605000.0,27/11/2016
Elsternwick,410000.0,28/05/2016
Elsternwick,577000.0,28/05/2016
Elwood,520000.0,3/9/2016
Elwood,1350000.0,3/9/2016
Elwood,392500.0,3/12/2016
Elwood,507000.0,3/12/2016
Elwood,525000.0,3/12/2016
Elwood,2116000.0,3/12/2016
Elwood,750000.0,3/12/2016
Elwood,510000.0,3/12/2016
Elwood,599999.0,3/12/2016
Elwood,300000.0,3/12/2016
Elwood,1395000.0,4/2/2016
Elwood,855000.0,4/3/2017
Elwood,1050000.0,4/3/2017
Elwood,955000.0,4/3/2017
Elwood,680000.0,4/3/2017
Elwood,1911000.0,4/3/2017
Elwood,790000.0,4/6/2016
Elwood,550000.0,6/8/2016
Elwood,357000.0,7/5/2016
Elwood,685000.0,7/5/2016
Elwood,1210000.0,7/11/2016
Elwood,825000.0,7/11/2016
Elwood,1050000.0,7/11/2016
Elwood,632000.0,7/11/2016
Elwood,582500.0,8/10/2016
Elwood,485000.0,8/10/2016
Elwood,660000.0,8/10/2016
Elwood,575000.0,8/10/2016
Elwood,590000.0,10/9/2016
Elwood,1238000.0,11/2/2017
Elwood,640000.0,11/2/2017
Elwood,510000.0,11/3/2017
Elwood,717000.0,12/6/2016
Elwood,1875000.0,12/11/2016
Elwood,1180000.0,12/11/2016
Elwood,780000.0,12/11/2016
Elwood,878500.0,12/11/2016
Elwood,3572000.0,12/11/2016
Elwood,1015000.0,13/08/2016
Elwood,940000.0,14/05/2016
Elwood,630000.0,15/10/2016
Elwood,1700000.0,16/04/2016
Elwood,686000.0,16/04/2016
Elwood,560000.0,16/04/2016
Elwood,765000.0,16/04/2016
Elwood,670000.0,16/07/2016
Elwood,1625000.0,17/09/2016
Elwood,1122000.0,17/09/2016
Elwood,559000.0,17/09/2016
Elwood,369000.0,18/03/2017
Elwood,525500.0,18/03/2017
Elwood,2400000.0,18/06/2016
Elwood,655000.0,18/06/2016
Elwood,684000.0,19/11/2016
Elwood,451000.0,19/11/2016
Elwood,500000.0,22/05/2016
Elwood,680000.0,24/09/2016
Elwood,600000.0,24/09/2016
Elwood,370000.0,24/09/2016
Elwood,612000.0,24/09/2016
Elwood,1561000.0,25/02/2017
Elwood,390000.0,25/02/2017
Elwood,313000.0,25/02/2017
Elwood,630000.0,25/02/2017
Elwood,1675000.0,25/02/2017
Elwood,470000.0,25/02/2017
Elwood,640000.0,25/02/2017
Elwood,932000.0,25/02/2017
Elwood,645000.0,25/02/2017
Elwood,347000.0,25/02/2017
Elwood,875000.0,26/07/2016
Elwood,582500.0,26/07/2016
Elwood,570000.0,26/07/2016
Elwood,1875000.0,27/06/2016
Elwood,326000.0,27/06/2016
Elwood,340000.0,27/06/2016
Elwood,2200000.0,27/06/2016
Elwood,687500.0,27/06/2016
Elwood,680000.0,27/11/2016
Elwood,730000.0,27/11/2016
Elwood,526000.0,27/11/2016
Elwood,920000.0,27/11/2016
Elwood,1830000.0,28/05/2016
Elwood,572500.0,28/08/2016
Elwood,1925000.0,28/08/2016
Essendon,1425000.0,3/9/2016
Essendon,660000.0,3/9/2016
Essendon,550000.0,3/9/2016
Essendon,980000.0,3/12/2016
Essendon,1295000.0,3/12/2016
Essendon,1900000.0,3/12/2016
Essendon,595000.0,3/12/2016
Essendon,911000.0,4/2/2016
Essendon,900000.0,4/3/2017
Essendon,645000.0,4/3/2017
Essendon,1965000.0,4/3/2017
Essendon,840000.0,4/3/2017
Essendon,702500.0,4/3/2017
Essendon,960000.0,4/3/2017
Essendon,1670000.0,4/3/2017
Essendon,1100000.0,4/6/2016
Essendon,1800000.0,4/6/2016
Essendon,1250000.0,6/8/2016
Essendon,1365000.0,7/5/2016
Essendon,1130000.0,7/5/2016
